dose,category,location,year,coverage,low,high,size
1doseVaricellaVaccinationFacilityType,Private,Montana,2000,53.100000,42.900000,63.100000,126.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Pennsylvania,2001,79.700000,74.400000,84.100000,372.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Pennsylvania,2003,79.200000,59.900000,90.700000,109.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,North Dakota,2014,93.000000,88.200000,96.000000,319.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,MA-Rest of State,2003,94.500000,80.500000,98.600000,46.000000
1doseVaricellaVaccinationWIC,Not Participating ,Montana,2007,80.600000,72.600000,86.700000,158.000000
1doseVaricellaVaccinationFacilityType,Private,District of Columbia,2004,90.900000,84.300000,94.800000,207.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Indiana,2002,55.100000,37.400000,71.600000,54.000000
1doseVaricellaVaccinationFacilityType,Other,Washington,1997,11.400000,6.600000,18.800000,133.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,North Carolina,2003,85.200000,75.400000,91.600000,94.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Virginia,1996,20.900000,15.000000,28.500000,184.000000
1doseVaricellaVaccinationAge,19-35 Months,Region  3,1998,53.800000,50.800000,56.700000,2226.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,United States,2000,69.800000,66.500000,72.900000,1735.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Virginia,2006,90.600000,85.000000,94.300000,228.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Mississippi,2003,90.700000,81.800000,95.500000,71.000000
1doseVaricellaVaccinationAge,19 Months,New Mexico,2002,70.900000,63.700000,77.200000,259.000000
1doseVaricellaVaccinationAge,24 Months,Pennsylvania,2013,92.500000,88.500000,95.200000,585.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,South Dakota,2006,82.200000,74.400000,87.900000,254.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Vermont,2005,69.500000,60.800000,77.000000,148.000000
1doseVaricellaVaccinationAge,19-35 Months,MA-Rest of State,1998,47.300000,41.300000,53.300000,315.000000
1doseVaricellaVaccinationWIC,Participating,South Dakota,2009,91.100000,83.000000,95.500000,91.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,WI-Milwaukee County,1998,36.900000,30.200000,44.300000,215.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,IN-Rest of State,2002,68.500000,54.600000,79.700000,67.000000
1doseVaricellaVaccinationRaceEthnicity,Asian only  non-Hispanic,New Jersey,2012,94.400000,80.000000,98.600000,39.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Michigan,2013,86.300000,77.800000,91.800000,150.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Pennsylvania,2013,97.400000,91.100000,99.200000,53.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Mississippi,2008,89.500000,76.100000,95.800000,47.000000
1doseVaricellaVaccinationAge,13 Months,Region  6,2013,60.200000,56.200000,64.100000,2013.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Hawaii,2007,95.000000,90.600000,97.400000,174.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,TN-Rest of State,1996,11.600000,6.400000,20.100000,93.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,AL-Rest of State,1999,65.000000,52.600000,75.600000,98.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,CA-San Bernardino County,2005,78.600000,63.200000,88.700000,52.000000
1doseVaricellaVaccinationFacilityType,Private,North Dakota,2008,81.200000,68.700000,89.400000,69.000000
1doseVaricellaVaccinationFacilityType,Mixed,Region  3,2002,75.200000,49.500000,90.400000,89.000000
1doseVaricellaVaccinationWIC,Not Participating ,Region  4,2013,91.600000,88.200000,94.000000,781.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Pennsylvania,2014,95.500000,91.300000,97.700000,429.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Utah,2011,81.700000,73.900000,87.600000,296.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,North Dakota,1997,26.600000,21.000000,33.200000,254.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,NY-Rest of State,2011,87.700000,80.700000,92.400000,194.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Region  9,1998,55.100000,49.800000,60.200000,776.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Colorado,2012,88.400000,80.200000,93.500000,178.000000
1doseVaricellaVaccinationAge,19-35 Months,IL-City of Chicago,2015,92.200000,86.600000,95.600000,188.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,New Mexico,2015,87.200000,72.800000,94.500000,84.000000
1doseVaricellaVaccinationAge,13 Months,Washington,2001,27.100000,23.200000,31.400000,600.000000
1doseVaricellaVaccinationAge,24 Months,Hawaii,2008,91.900000,86.600000,95.200000,238.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,IL-Rest of State,1999,49.900000,42.600000,57.200000,225.000000
1doseVaricellaVaccinationFacilityType,Public,WI-Rest of State,2000,52.200000,36.100000,67.900000,41.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,NM-Rest of State,2006,84.000000,72.500000,91.300000,114.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Region 10,2011,96.100000,88.000000,98.800000,39.000000
1doseVaricellaVaccinationFacilityType,Other,TX-Rest of State,2015,75.800000,52.300000,90.000000,50.000000
1doseVaricellaVaccinationWIC,Participating,Oklahoma,2005,87.000000,79.900000,91.900000,166.000000
1doseVaricellaVaccinationFacilityType,Other,North Carolina,2016,89.900000,70.500000,97.100000,47.000000
1doseVaricellaVaccinationFacilityType,Mixed,Massachusetts,2012,94.700000,80.800000,98.700000,36.000000
1doseVaricellaVaccinationAge,19-35 Months,District of Columbia,1998,60.000000,53.000000,66.600000,261.000000
1doseVaricellaVaccinationAge,19 Months,CA-Santa Clara County,2008,88.600000,82.900000,92.600000,208.000000
1doseVaricellaVaccinationWIC,Participating,U.S. Virgin Islands,2011,67.800000,60.900000,74.000000,268.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,NJ-Rest of State,2000,68.700000,61.900000,74.800000,264.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,PA-Rest of State,1998,45.900000,34.100000,58.200000,69.000000
1doseVaricellaVaccinationAge,19-35 Months,TX-Bexar County,2007,88.800000,83.700000,92.400000,313.000000
1doseVaricellaVaccinationWIC,Participating,NY-Rest of State,2016,93.300000,84.800000,97.200000,110.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,New Jersey,2009,91.000000,86.500000,94.200000,279.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,District of Columbia,2003,88.800000,82.900000,92.800000,266.000000
1doseVaricellaVaccinationFacilityType,Private,FL-Rest of State,2001,76.800000,69.500000,82.800000,177.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,New Hampshire,1999,41.000000,29.800000,53.200000,75.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,New Hampshire,2016,92.900000,75.000000,98.300000,36.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Region  3,1997,24.600000,19.300000,30.800000,461.000000
1doseVaricellaVaccinationAge,19-35 Months,OH-Rest of State,1996,13.300000,9.700000,18.000000,307.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Kansas,2015,93.500000,88.600000,96.400000,166.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Region 10,2015,94.500000,87.500000,97.700000,151.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,New York,2017,88.100000,70.400000,95.900000,41.000000
1doseVaricellaVaccinationAge,13 Months,TX-El Paso County,2001,43.800000,37.900000,50.000000,349.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Region  2,2007,90.100000,85.800000,93.300000,388.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,New York,2017,90.400000,86.600000,93.200000,334.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Connecticut,2001,83.600000,70.100000,91.700000,63.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Region  6,2000,71.200000,67.400000,74.800000,2200.000000
1doseVaricellaVaccinationAge,19-35 Months,Vermont,2009,82.700000,77.500000,86.800000,331.000000
1doseVaricellaVaccinationWIC,Not Participating ,Maine,2016,87.100000,80.100000,91.900000,155.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,TX-El Paso County,2002,85.000000,78.800000,89.700000,261.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,CA-Santa Clara County,1999,67.300000,56.600000,76.500000,96.000000
1doseVaricellaVaccinationAge,24 Months,IL-City of Chicago,2017,93.200000,83.300000,97.400000,137.000000
1doseVaricellaVaccinationFacilityType,Public,Region  6,2009,83.900000,73.900000,90.600000,268.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Kansas,2016,95.200000,89.100000,97.900000,77.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Indiana,2004,83.900000,72.300000,91.200000,70.000000
1doseVaricellaVaccinationAge,13 Months,Georgia,2016,60.600000,53.200000,67.600000,274.000000
1doseVaricellaVaccinationFacilityType,Private,Nevada,2010,82.200000,72.000000,89.200000,119.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Ohio,2014,92.100000,84.500000,96.100000,99.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,South Dakota,2011,81.100000,60.100000,92.400000,51.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,District of Columbia,2011,94.600000,90.400000,97.000000,245.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Iowa,2011,90.700000,85.100000,94.400000,270.000000
1doseVaricellaVaccinationFacilityType,Other,MA-Rest of State,2001,78.700000,64.400000,88.200000,54.000000
1doseVaricellaVaccinationWIC,Participating,Ohio,2017,83.100000,71.900000,90.400000,123.000000
1doseVaricellaVaccinationFacilityType,Public,AL-Rest of State,2004,77.800000,50.300000,92.400000,30.000000
1doseVaricellaVaccinationAge,13 Months,Texas,2014,58.600000,53.400000,63.700000,1299.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,PA-Rest of State,2004,93.700000,88.800000,96.500000,230.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Oklahoma,2000,79.600000,62.000000,90.300000,32.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,TN-Rest of State,1996,9.200000,5.700000,14.500000,197.000000
1doseVaricellaVaccinationFacilityType,Other,New Hampshire,2009,86.100000,71.700000,93.800000,71.000000
1doseVaricellaVaccinationFacilityType,Private,Minnesota,1996,23.600000,18.700000,29.300000,267.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,NY-City of New York,2011,93.100000,76.600000,98.200000,31.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,New Mexico,2012,89.100000,83.300000,93.100000,250.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,TX-Rest of State,2006,91.500000,85.200000,95.200000,159.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Region  7,2006,87.200000,84.200000,89.700000,948.000000
1doseVaricellaVaccinationFacilityType,Other,Colorado,2015,98.300000,94.100000,99.500000,34.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,CA-Santa Clara County,1997,33.900000,21.400000,49.200000,55.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Kansas,2013,92.000000,77.500000,97.500000,49.000000
1doseVaricellaVaccinationAge,19-35 Months,PA-Philadelphia,2008,93.600000,89.700000,96.100000,320.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,TN-Rest of State,2001,72.700000,63.300000,80.400000,138.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Tennessee,2015,89.900000,82.300000,94.400000,144.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,AZ-Maricopa County,1998,52.300000,42.000000,62.400000,118.000000
1doseVaricellaVaccinationWIC,Participating,MO-Rest of State,2008,89.700000,82.200000,94.200000,126.000000
1doseVaricellaVaccinationAge,13 Months,Rhode Island,2002,57.900000,50.900000,64.600000,269.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Vermont,2014,88.200000,70.300000,96.000000,32.000000
1doseVaricellaVaccinationAge,13 Months,South Dakota,2004,37.700000,30.700000,45.200000,266.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Connecticut,2015,100.000000,nan,nan,39.000000
1doseVaricellaVaccinationFacilityType,Mixed,West Virginia,2017,95.000000,85.900000,98.300000,59.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,New Mexico,2013,89.300000,80.900000,94.300000,134.000000
1doseVaricellaVaccinationAge,19-35 Months,New Jersey,2005,83.800000,77.500000,88.600000,505.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Illinois,1999,54.100000,40.700000,66.800000,104.000000
1doseVaricellaVaccinationFacilityType,Private,Indiana,2016,91.300000,83.700000,95.500000,118.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Florida,2007,86.900000,76.900000,93.000000,173.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Florida,2014,96.000000,88.400000,98.700000,149.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,TX-City of Houston,2007,89.800000,85.300000,93.000000,307.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Georgia,2010,95.900000,76.300000,99.400000,62.000000
1doseVaricellaVaccinationAge,24 Months,Indiana,2005,77.900000,69.000000,84.800000,212.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,TN-Rest of State,2001,81.900000,69.400000,90.100000,61.000000
1doseVaricellaVaccinationAge,19 Months,New Hampshire,1996,7.800000,5.100000,11.900000,307.000000
1doseVaricellaVaccinationWIC,Participating,TX-Bexar County,2011,93.200000,86.800000,96.600000,171.000000
1doseVaricellaVaccinationAge,24 Months,Region  1,2013,91.700000,88.700000,93.900000,1376.000000
1doseVaricellaVaccinationFacilityType,Other,Delaware,2007,100.000000,nan,nan,50.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Alaska,2007,78.400000,70.800000,84.500000,173.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,IL-City of Chicago,2009,89.100000,76.800000,95.300000,74.000000
1doseVaricellaVaccinationAge,19 Months,MD-Rest of State,2011,88.700000,82.000000,93.200000,345.000000
1doseVaricellaVaccinationAge,13 Months,NJ-City of Newark,2005,32.900000,26.400000,40.200000,257.000000
1doseVaricellaVaccinationFacilityType,Other,South Dakota,2013,86.000000,72.000000,93.600000,72.000000
1doseVaricellaVaccinationAge,24 Months,CO-Rest of State,1999,50.300000,44.300000,56.200000,325.000000
1doseVaricellaVaccinationFacilityType,Private,TN-Rest of State,2007,92.700000,85.700000,96.400000,198.000000
1doseVaricellaVaccinationAge,19 Months,Arizona,2007,80.300000,73.700000,85.600000,275.000000
1doseVaricellaVaccinationFacilityType,Public,Utah,2003,67.800000,46.400000,83.600000,32.000000
1doseVaricellaVaccinationFacilityType,Public,IL-City of Chicago,2000,53.600000,35.600000,70.700000,40.000000
1doseVaricellaVaccinationFacilityType,Public,District of Columbia,2011,94.800000,83.700000,98.500000,34.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,WA-Rest of State,1998,19.800000,12.400000,30.100000,89.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Mississippi,2006,89.200000,81.200000,94.000000,205.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Massachusetts,2000,85.400000,74.700000,92.100000,136.000000
1doseVaricellaVaccinationFacilityType,Mixed,Indiana,2002,93.300000,79.100000,98.100000,51.000000
1doseVaricellaVaccinationFacilityType,Private,New Hampshire,1999,56.000000,47.400000,64.200000,173.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,MA-Rest of State,2003,97.300000,83.200000,99.600000,37.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,AL-Jefferson County,2004,92.400000,85.600000,96.100000,191.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,North Dakota,2005,94.000000,85.900000,97.600000,86.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,CA-Los Angeles County,2002,88.500000,75.400000,95.000000,73.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,OH-Franklin County,2004,83.700000,73.900000,90.300000,96.000000
1doseVaricellaVaccinationFacilityType,Private,AZ-Rest of State,2001,72.700000,63.500000,80.200000,144.000000
1doseVaricellaVaccinationAge,19 Months,North Carolina,1996,6.800000,4.600000,10.000000,287.000000
1doseVaricellaVaccinationFacilityType,Private,TX-El Paso County,2017,93.100000,84.900000,97.000000,136.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Pennsylvania,2012,88.300000,79.100000,93.800000,334.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Pennsylvania,2006,93.400000,89.800000,95.700000,535.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,Pennsylvania,2015,91.900000,72.200000,98.000000,38.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Florida,1996,10.500000,5.900000,18.100000,191.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,Region  3,2008,92.800000,83.700000,97.000000,120.000000
1doseVaricellaVaccinationRaceEthnicity,Asian only  non-Hispanic,Region 10,1999,40.600000,28.600000,53.900000,91.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Washington,2002,65.100000,59.100000,70.600000,427.000000
1doseVaricellaVaccinationFacilityType,Private,Region  9,1999,68.300000,63.700000,72.600000,1313.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Alabama,2017,94.600000,86.000000,98.000000,133.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,FL-Duval County,2001,89.400000,71.000000,96.600000,33.000000
1doseVaricellaVaccinationAge,19-35 Months,NV-Rest of State,2006,80.300000,73.300000,85.800000,240.000000
1doseVaricellaVaccinationFacilityType,Mixed,Arkansas,2016,90.300000,75.400000,96.600000,52.000000
1doseVaricellaVaccinationFacilityType,Private,TX-Dallas County,1996,18.500000,12.400000,26.700000,133.000000
1doseVaricellaVaccinationAge,19 Months,Region  6,1996,6.800000,5.400000,8.400000,2450.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Idaho,2011,89.400000,76.400000,95.600000,89.000000
1doseVaricellaVaccinationAge,19-35 Months,AZ-Maricopa County,2000,67.900000,61.800000,73.400000,307.000000
1doseVaricellaVaccinationAge,19 Months,Oregon,2009,80.600000,74.700000,85.300000,316.000000
1doseVaricellaVaccinationFacilityType,Private,Louisiana,2000,77.400000,69.800000,83.600000,229.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Region  5,2013,89.900000,87.600000,91.800000,1157.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,TX-El Paso County,2015,93.200000,87.500000,96.400000,192.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Maryland,2006,97.700000,92.200000,99.400000,52.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Wisconsin,2013,91.600000,76.700000,97.300000,59.000000
1doseVaricellaVaccinationAge,19 Months,MI-Rest of State,2006,88.700000,83.300000,92.500000,305.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Region 10,2015,93.200000,87.600000,96.400000,191.000000
1doseVaricellaVaccinationAge,19 Months,Region 10,2005,72.500000,68.800000,75.900000,1013.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Maryland,2003,94.400000,84.300000,98.100000,50.000000
1doseVaricellaVaccinationAge,24 Months,FL-Miami-Dade County,2003,81.600000,76.000000,86.100000,276.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,LA-Rest of State,2005,89.500000,83.700000,93.400000,182.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,CA-San Diego County,2002,91.700000,83.100000,96.200000,109.000000
1doseVaricellaVaccinationAge,13 Months,Nevada,2009,55.200000,48.500000,61.700000,320.000000
1doseVaricellaVaccinationFacilityType,Public,Nevada,2014,96.300000,77.400000,99.500000,30.000000
1doseVaricellaVaccinationFacilityType,Other,Wisconsin,2010,95.800000,85.100000,98.900000,83.000000
1doseVaricellaVaccinationWIC,Not Participating ,North Dakota,2005,91.000000,85.100000,94.700000,161.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Hawaii,2007,96.300000,88.600000,98.900000,60.000000
1doseVaricellaVaccinationFacilityType,Private,Alaska,2016,89.500000,82.300000,94.000000,133.000000
1doseVaricellaVaccinationAge,19-35 Months,Region  3,2007,91.600000,89.700000,93.300000,2074.000000
1doseVaricellaVaccinationFacilityType,Other,TN-Rest of State,2001,77.200000,61.700000,87.600000,49.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,TX-Rest of State,2002,82.000000,74.100000,87.800000,220.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Delaware,2012,95.200000,89.700000,97.800000,182.000000
1doseVaricellaVaccinationAge,13 Months,WI-Rest of State,2004,54.000000,46.800000,61.000000,266.000000
1doseVaricellaVaccinationFacilityType,Public,Illinois,2004,78.000000,66.100000,86.600000,91.000000
1doseVaricellaVaccinationAge,24 Months,CA-Santa Clara County,1999,62.500000,56.300000,68.400000,297.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,TX-Bexar County,2017,96.200000,91.800000,98.300000,152.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,WA-King County,1998,24.900000,18.300000,32.900000,167.000000
1doseVaricellaVaccinationAge,19-35 Months,Tennessee,2000,68.900000,64.000000,73.400000,858.000000
1doseVaricellaVaccinationAge,13 Months,CA-Rest of State,2008,51.000000,43.400000,58.500000,220.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Kentucky,1999,62.700000,55.400000,69.500000,263.000000
1doseVaricellaVaccinationAge,19 Months,Region  7,2010,83.300000,80.200000,85.900000,1090.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Region 10,1999,38.300000,34.800000,42.000000,1157.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Rhode Island,2006,97.100000,88.600000,99.300000,40.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Tennessee,2013,95.400000,91.000000,97.700000,158.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,PA-Rest of State,1997,39.300000,33.200000,45.800000,263.000000
1doseVaricellaVaccinationAge,19-35 Months,Iowa,1996,5.600000,3.600000,8.800000,303.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,OH-Cuyahoga County,2001,75.300000,68.100000,81.400000,210.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Massachusetts,2003,93.200000,81.600000,97.700000,188.000000
1doseVaricellaVaccinationAge,19-35 Months,Washington,2007,84.000000,78.500000,88.400000,447.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Alaska,1999,21.400000,15.900000,28.200000,200.000000
1doseVaricellaVaccinationAge,19-35 Months,AZ-Rest of State,2008,91.100000,85.600000,94.600000,275.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,South Dakota,2010,82.800000,68.400000,91.500000,60.000000
1doseVaricellaVaccinationFacilityType,Private,Oregon,1998,53.800000,45.500000,62.000000,158.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Virginia,2000,61.100000,44.000000,75.900000,54.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,NJ-Rest of State,2000,67.100000,42.500000,84.900000,41.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,LA-Rest of State,1998,43.400000,31.600000,56.000000,89.000000
1doseVaricellaVaccinationFacilityType,Other,PA-Rest of State,2016,87.700000,67.900000,96.000000,54.000000
1doseVaricellaVaccinationWIC,Not Participating ,New York,2003,85.900000,80.000000,90.300000,274.000000
1doseVaricellaVaccinationAge,19-35 Months,GA-Fulton/DeKalb Counties,2002,91.100000,86.900000,94.100000,289.000000
1doseVaricellaVaccinationAge,13 Months,Oklahoma,2002,45.600000,38.300000,53.000000,268.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,IL-City of Chicago,2003,89.200000,77.500000,95.200000,69.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,LA-Rest of State,2004,86.100000,78.900000,91.200000,193.000000
1doseVaricellaVaccinationWIC,Not Participating ,Utah,2003,82.800000,74.800000,88.600000,184.000000
1doseVaricellaVaccinationFacilityType,Public,Arkansas,2015,94.500000,75.600000,99.000000,41.000000
1doseVaricellaVaccinationAge,24 Months,Nebraska,1997,19.200000,15.300000,23.800000,340.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Montana,2000,62.000000,46.200000,75.500000,52.000000
1doseVaricellaVaccinationFacilityType,Private,Illinois,2016,93.500000,89.200000,96.100000,282.000000
1doseVaricellaVaccinationAge,24 Months,Kansas,2004,75.500000,67.900000,81.700000,260.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,KS-Rest of State,2001,71.000000,63.600000,77.400000,215.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Washington,1996,8.100000,5.700000,11.500000,433.000000
1doseVaricellaVaccinationFacilityType,Private,GA-Rest of State,2008,92.700000,86.000000,96.300000,235.000000
1doseVaricellaVaccinationFacilityType,Private,Florida,1998,44.100000,37.800000,50.700000,493.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,KS-Rest of State,2003,74.800000,60.400000,85.200000,70.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,AL-Rest of State,2009,89.100000,72.300000,96.200000,51.000000
1doseVaricellaVaccinationAge,13 Months,New Jersey,2012,57.400000,50.600000,63.900000,285.000000
1doseVaricellaVaccinationAge,19 Months,Ohio,2010,83.500000,75.400000,89.300000,243.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Region  6,2008,92.400000,88.400000,95.200000,755.000000
1doseVaricellaVaccinationWIC,Not Participating ,TX-Dallas County,2004,93.600000,83.800000,97.700000,94.000000
1doseVaricellaVaccinationAge,24 Months,Massachusetts,2009,88.000000,82.700000,91.900000,275.000000
1doseVaricellaVaccinationFacilityType,Private,FL-Miami-Dade County,1999,49.500000,41.600000,57.500000,180.000000
1doseVaricellaVaccinationFacilityType,Private,Maryland,1998,57.600000,51.100000,63.900000,344.000000
1doseVaricellaVaccinationAge,24 Months,OH-Franklin County,1998,38.300000,31.700000,45.500000,245.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Georgia,2004,92.100000,81.400000,96.900000,56.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Colorado,1998,29.100000,17.200000,44.700000,51.000000
1doseVaricellaVaccinationAge,19 Months,IN-Rest of State,1996,8.000000,5.100000,12.400000,315.000000
1doseVaricellaVaccinationWIC,Not Participating ,Illinois,2005,88.800000,81.000000,93.700000,221.000000
1doseVaricellaVaccinationFacilityType,Private,Wyoming,2005,75.000000,65.000000,82.900000,117.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Rhode Island,2000,80.800000,74.300000,86.000000,223.000000
1doseVaricellaVaccinationWIC,Participating,New Jersey,2012,93.400000,85.500000,97.100000,93.000000
